,Links,Name,Price,Price_true
10,https://articulo.mercadolibre.com.co/MCO-576029227-portatil-hp-14-core-i5-10gen-ram-16gb-512gb-ssd-quadcore-_JM?searchVariation=61619439779#searchVariation=61619439779&position=15&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Portátil Hp 14, Core I5 10gen, Ram 16gb, 512gb Ssd, Quadcore",2899000 pesos,2899000 pesos$2.899.000
11,https://articulo.mercadolibre.com.co/MCO-1194558267-portatil-asus-intel-core-i5-1240p-disco-ssd-1tb-ram-16gb-_JM?searchVariation=176367848768#searchVariation=176367848768&position=16&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Asus Intel Core I5 1240p Disco Ssd 1tb + Ram 16gb,3069900 pesos,3069900 pesos$3.069.900
12,https://articulo.mercadolibre.com.co/MCO-1131185323-laptop-asus-tuf-onceava-i5-11300h-ram-16gb-ssd-512gb-rtx3050-_JM?searchVariation=176068854099#searchVariation=176068854099&position=17&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Laptop Asus Tuf Onceava I5 11300h Ram 16gb Ssd 512gb Rtx3050,4163999 pesos,4163999 pesos$4.163.999
13,https://articulo.mercadolibre.com.co/MCO-1116354581-portatil-lenovo-amd-ryzen-5-5500u-ssd-1tb-hdd-1tb-ram-12gb-_JM?searchVariation=176016026817#searchVariation=176016026817&position=18&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Lenovo Amd Ryzen 5 5500u Ssd 1tb Hdd 1tb Ram 12gb,2549900 pesos,2549900 pesos$2.549.900
14,https://articulo.mercadolibre.com.co/MCO-1254218239-laptop-asus-vivobook-x1503za-core-i5-12gen-ssd-512gb-16gb-_JM#position=21&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Laptop Asus Vivobook X1503za Core I5 12gen Ssd 512gb 16gb ,Antes: 3900000 pesos,3625000 pesos$3.625.0007% OFF
15,https://articulo.mercadolibre.com.co/MCO-946652404-portatil-asus-intel-core-i5-1135g7-ssd-1tb-ram-12gb-led-14-_JM?searchVariation=175073373718#searchVariation=175073373718&position=22&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Asus Intel Core I5 1135g7 Ssd 1tb Ram 12gb Led 14,2599900 pesos,2599900 pesos$2.599.900
16,https://articulo.mercadolibre.com.co/MCO-1265481801-laptop-asus-x1502za-core-i5-12av-gen-ssd-500gb-16gb-win-11-_JM?searchVariation=176872570917#searchVariation=176872570917&position=23&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Laptop Asus X1502za Core I5 12av Gen Ssd 500gb 16gb Win 11,Antes: 3099000 pesos,2913000 pesos$2.913.0006% OFF
17,https://articulo.mercadolibre.com.co/MCO-1119369572-laptop-asus-m515da-ryzen-7-3700u-1tb-512gb-16gb-vega-156-_JM?searchVariation=176028349751#searchVariation=176028349751&position=24&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Laptop  Asus M515da Ryzen 7 3700u 1tb + 512gb 16gb Vega 15,6",2900000 pesos,2900000 pesos$2.900.000
18,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=ppWT2Non5IiR%2FDJun72OI93mIkY0SnFqtUhcPmXhKO87CMDYBIOFUipuylipwARuBCPAOou2BdqnJ06xM98VOQjvuCK%2BMHSSsPcQPePsb6WspjgroLFus%2FEP6kCnRo6EZ%2B7hkH5tvawI0ohx1Q7OxfhFMtXvsBo%2BvwSoG4Gup5vDlNrN0swfUKY2lSJ1WgLCQhitAs7qq01MwTr42rVcDdoxsyinBVUMbwvsHQPuWRaytC0BRSH2FvLn4zukUkO5t5bR4BBKJaGvRtue4VEVGu8DLJG%2BnqLlfCWo%2FmGODEZVsPeEU4JLGpJ8BY%2BhSXrZa9xvz02%2BqhY1xL7VSXPcNSDkZZDhe9IPg%2BI0Pf2yNmxPx84nUeY0PkVr3b6xhOYbAwhlVOt%2FezmXTZ%2Bb3eO2DZBd6mGPVv%2BR2DpBsjWEwICZy1HdsVwkOFsV%2BXJxwRDS%2BA6o7Pwcn7DIlQu%2FqHyQshVodbV941tTkKrrTBxowPZePO5v8U2uo42Ogz5uSE5mrDIEFe3aZBV091%2BLJG6yS4Z01s78IjJ3OLTa7tSWwUQna97P9DEdDtpLCyfWgZo8ijHmBaP3%2BR7zIyFB0yJSqmEyIxkgBvisQMpVNn1BY8bnKHmmxZFb366yMcbDts5SkZd84ZqMaMrVJwoi2UWw5JatY%2FRoz9OFaA%2BJCOrccYaGbzjA2pZuIB%2BTcr0xQEbtxo6sQtG6M3I%3D&rb=x,Hp 15-dw1510la Intel Core I7 10510u 12gb-512 15.6 ,3529900 pesos,3529900 pesos$3.529.900
19,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=9MAzcq07rqBcaX7IN1KQ0H6RfDk%2FBm9QCUK02oZDkL24pgyp%2Fkb%2BTEUe4Jy%2F5B47tJFvpGqZjPK83r44QafyoyY1AGxUONIrlf5nXW65zr5B1eax61YAvnpNR%2FCNp%2FtGVRyvMZAzot7FZuMjWcjS3VIUVkKaNbOFOVRbNkSnNX%2BXXNMBsY3I6yaIqyhFWpsASSItdyr8e9UiHYPfgriLjy2iEPsebEaZTjGBAAwf5eeHw%2F9lIBybtC4n4Nw2RAVSbxrwZHBWjJ0uMzKbGOGPyJltU2doZ%2FMPkKx%2Bb1WDLP9OSZsDTp5jH1MyJWd8FeukzYrJqXVj7wcfeDEOJmhUY6sUWxF4LtFIBFgGeJ8fnHQcgxy%2FXtLMBtEaNviU9hbNBtDdqGPziulMvj6i3TS%2Flk9%2FrI6VpS0ZUUgkMumCFYRCVaSZ7uhqD8W2iPRMdr87A2k6jSaMOYZJuNauzlDMCLW4KdhM966i67rJ8BSfHpmnClvbesRL8I1mvdJHgPa1IF8XlZSZr3o%2FWmnlCZvd%2FrL1mb1KGgjcS4EE%2BWxHdy56hYhS1Cbbe41iMA4tH6zQMyMrSSnSDPD6eji8tlyXRWFrn%2BAaTejeSAY6zif2V7M%2BcF183TF7Izvqz72nvkM6hyYY0C8eC%2FEEo7p9kjfMBVjoOXEl%2FFfYzVgB65wLXYvWuCxCIV4hf5S0YjFSryFOyzETDZkzwbMY6XO%2BZj0Kzd79&rb=x,Portatil Hp Ryzen 7-5700u 16gb 512gb Ssd 15 Hd No Touch Uma ,Antes: 4999000 pesos,3599000 pesos$3.599.00028% OFF
20,https://articulo.mercadolibre.com.co/MCO-824192761-portatil-hp-14-core-i3-10a-gen-16gb-ram-512gb-ssd-rj45-usb-c-_JM?searchVariation=173833660976#searchVariation=173833660976&position=25&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portátil Hp 14 Core I3 10a Gen 16gb Ram 512gb Ssd Rj45 Usb C,2699000 pesos,2699000 pesos$2.699.000
21,https://www.mercadolibre.com.co/laptop-gamer-asus-tuf-gaming-f15-fx506hc-eclipse-gray-156-intel-core-i5-11400h-16gb-de-ram-1512gb-ssd-nvidia-geforce-rtx-3050-144-hz-1920x1080px-windows-10-home/p/MCO20885775?pdp_filters=price:2500000-5000000%7Ccategory:MCO1652#searchVariation=MCO20885775&position=3&search_layout=stack&type=product&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Laptop gamer Asus TUF Gaming F15 FX506HC eclipse gray 15.6"", Intel Core i5 11400H  16GB de RAM 1512GB SSD, NVIDIA GeForce RTX 3050 144 Hz 1920x1080px Windows 10 Home",4550000 pesos,4550000 pesos$4.550.000
22,https://www.mercadolibre.com.co/laptop-asus-vivobook-15-oled-k513ea-transparent-silver-156-intel-core-i5-1135g7-12gb-de-ram-512gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px-windows-11/p/MCO18923543?pdp_filters=price:2500000-5000000%7Ccategory:MCO1652#searchVariation=MCO18923543&position=4&search_layout=stack&type=product&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Laptop Asus VivoBook 15 OLED K513EA transparent silver 15.6"", Intel Core i5 1135G7  12GB de RAM 512GB SSD, Intel Iris Xe Graphics G7 80EUs 1920x1080px Windows 11",Antes: 3450000 pesos,3346000 pesos$3.346.0003% OFF
23,https://www.mercadolibre.com.co/laptop-gamer-asus-tuf-gaming-f15-fx506lhb-bonfire-black-156-intel-core-i5-10300h-16gb-de-ram-512gb-ssd-nvidia-geforce-gtx-1650-144-hz-1920x1080px-freedos/p/MCO19553863?pdp_filters=price:2500000-5000000%7Ccategory:MCO1652#searchVariation=MCO19553863&position=5&search_layout=stack&type=product&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Laptop gamer Asus TUF Gaming F15 FX506LHB bonfire black 15.6"", Intel Core i5 10300H  16GB de RAM 512GB SSD, NVIDIA GeForce GTX 1650 144 Hz 1920x1080px FreeDOS",4735500 pesos,4735500 pesos$4.735.500
24,https://articulo.mercadolibre.com.co/MCO-1198993954-laptop-hp-gaming-r5-4600h-16gb-512gb-ssd-gtx-1650ti-156-win-_JM?searchVariation=176391642701#searchVariation=176391642701&position=26&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Laptop Hp Gaming R5 4600h 16gb 512gb Ssd Gtx 1650ti 15,6 Win",3900000 pesos,3900000 pesos$3.900.000
25,https://articulo.mercadolibre.com.co/MCO-1098285513-portatil-hp-ryzen-7-5700u-16gb-512gb-ssd-15-hd-no-touch-uma-_JM#position=27&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Hp Ryzen 7-5700u 16gb 512gb Ssd 15 Hd No Touch Uma ,Antes: 4999000 pesos,3599000 pesos$3.599.00028% OFF
26,https://articulo.mercadolibre.com.co/MCO-972498901-portatil-asus-intel-core-i7-1165g7-disco-ssd-512gb-ram-12gb-_JM?searchVariation=175354481998#searchVariation=175354481998&position=28&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Asus Intel Core I7 1165g7 Disco Ssd 512gb Ram 12gb,3569900 pesos,3569900 pesos$3.569.900
27,https://articulo.mercadolibre.com.co/MCO-1116350942-portatil-lenovo-amd-ryzen-5-5500u-ssd-1tb-hdd-1tb-ram-16gb-_JM?searchVariation=176017024419#searchVariation=176017024419&position=29&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Lenovo Amd Ryzen 5 5500u Ssd 1tb Hdd 1tb Ram 16gb,2639900 pesos,2639900 pesos$2.639.900
28,https://articulo.mercadolibre.com.co/MCO-1222759286-hp-15-dw1510la-intel-core-i7-10510u-16gb-512ssd-_JM?searchVariation=176507508367#searchVariation=176507508367&position=30&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275, Hp 15-dw1510la Intel Core I7 10510u 16gb-512ssd,3640900 pesos,3640900 pesos$3.640.900
29,https://articulo.mercadolibre.com.co/MCO-1198907654-lenovo-amd-ryzen-7-ssd-1tbb-hdd-1tb-ram-16gb-gtx-1650-_JM?searchVariation=176391943861#searchVariation=176391943861&position=31&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Lenovo Amd Ryzen 7 Ssd 1tbb + Hdd 1tb Ram 16gb Gtx 1650,4839900 pesos,4839900 pesos$4.839.900
30,https://articulo.mercadolibre.com.co/MCO-1245153901-asus-intel-core-i7-disco-ssd-512gb-ram-16gb-mx-330-2gb-_JM?searchVariation=176696045708#searchVariation=176696045708&position=32&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Asus Intel Core I7 Disco Ssd 512gb Ram 16gb Mx 330 2gb,3819900 pesos,3819900 pesos$3.819.900
31,https://articulo.mercadolibre.com.co/MCO-1245129029-laptop-asus-m3500qa-ryzen-7-5800h-16gb-512gb-ssd-156-oled-_JM?searchVariation=176696057377#searchVariation=176696057377&position=33&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Laptop Asus M3500qa- Ryzen 7 5800h 16gb 512gb Ssd, 15,6-oled",3811081 pesos,3811081 pesos$3.811.081
32,https://articulo.mercadolibre.com.co/MCO-1001836135-portatil-acer-gamer-intel-ci5-ssd-2tb-ram-12gb-nvidia-2gb-_JM?searchVariation=175524272394#searchVariation=175524272394&position=34&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Acer Gamer Intel Ci5 Ssd 2tb Ram 12gb Nvidia 2gb,3349900 pesos,3349900 pesos$3.349.900
33,https://articulo.mercadolibre.com.co/MCO-1097342126-portatil-acer-intel-core-i5-1135g7-ssd-512gb-ram-12gb-fhd-_JM?searchVariation=175941605939#searchVariation=175941605939&position=35&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Acer Intel Core I5 1135g7 Ssd 512gb Ram 12gb Fhd,2539900 pesos,2539900 pesos$2.539.900
34,https://www.mercadolibre.com.co/laptop-lenovo-thinkpad-e14-gen-3-amd-black-14-amd-ryzen-5-5700u-16gb-de-ram-512gb-ssd-amd-radeon-rx-vega-8-ryzen-40005000-1920x1080px-windows-10-pro/p/MCO21736853?pdp_filters=price:2500000-5000000%7Ccategory:MCO1652#searchVariation=MCO21736853&position=6&search_layout=stack&type=product&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Laptop Lenovo ThinkPad E14 Gen 3 (AMD) black 14"", AMD Ryzen 5 5700U  16GB de RAM 512GB SSD, AMD Radeon RX Vega 8 (Ryzen 4000/5000) 1920x1080px Windows 10 Pro",Antes: 4949888 pesos,3959910 pesos$3.959.91020% OFF
35,https://articulo.mercadolibre.com.co/MCO-950568112-portatil-acer-intel-core-i5-ssd-512gb-hdd1tb-ram-16gb-nvidia-_JM?searchVariation=175118109583#searchVariation=175118109583&position=36&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Acer Intel Core I5 Ssd 512gb Hdd1tb Ram 16gb Nvidia,3009900 pesos,3009900 pesos$3.009.900
36,https://articulo.mercadolibre.com.co/MCO-1026773344-lenovo-amd-ryzen-5-6600h-ssd-512gb-ram-16gb-rtx-3050-4gb-_JM?searchVariation=175620139531#searchVariation=175620139531&position=37&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Lenovo Amd Ryzen 5 6600h Ssd 512gb Ram 16gb Rtx 3050 4gb,4969900 pesos,4969900 pesos$4.969.900
37,https://articulo.mercadolibre.com.co/MCO-1237163619-portatil-lenovo-intel-core-i5-1135g7-disco-ssd-1tb-ram-12gb-_JM?searchVariation=176622037249#searchVariation=176622037249&position=38&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Lenovo Intel Core I5 1135g7 Disco Ssd 1tb Ram 12gb,2879900 pesos,2879900 pesos$2.879.900
38,https://articulo.mercadolibre.com.co/MCO-950601068-portatil-acer-intel-core-i5-ssd-1tb-hdd1tb-ram-16gb-nvidia-_JM?searchVariation=175118218581#searchVariation=175118218581&position=39&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Acer Intel Core I5 Ssd 1tb + Hdd1tb Ram 16gb Nvidia,3199900 pesos,3199900 pesos$3.199.900
39,https://articulo.mercadolibre.com.co/MCO-1265495669-laptop-asus-x1502za-core-i5-12av-gen-ssd-1tb-16gb-win-11-_JM?searchVariation=176870643916#searchVariation=176870643916&position=40&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Laptop Asus X1502za Core I5 12av Gen Ssd 1tb 16gb Win 11,Antes: 3300000 pesos,3069000 pesos$3.069.0007% OFF
40,https://articulo.mercadolibre.com.co/MCO-1265484055-laptop-asus-m1502-amd-ryzen-5-4600h-ssd-512gb-16gb-win-11-_JM?searchVariation=176873102709#searchVariation=176873102709&position=41&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Laptop Asus M1502 Amd Ryzen 5 4600h Ssd 512gb 16gb Win 11 ,Antes: 2800000 pesos,2520000 pesos$2.520.00010% OFF
41,https://articulo.mercadolibre.com.co/MCO-1235454528-portatil-lenovo-intel-core-i5-1135g7-disco-ssd512gb-ram-12gb-_JM?searchVariation=176601933038#searchVariation=176601933038&position=42&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Portatil Lenovo Intel Core I5 1135g7 Disco Ssd512gb Ram 12gb,2629900 pesos,2629900 pesos$2.629.900
42,https://articulo.mercadolibre.com.co/MCO-1033342538-laptop-gamer-lenovo-legion-5-_JM?searchVariation=175649827589#searchVariation=175649827589&position=43&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Laptop Gamer Lenovo Legion 5,4900000 pesos,4900000 pesos$4.900.000
43,https://articulo.mercadolibre.com.co/MCO-1253296164-asus-intel-core-i7-ssd-512gb-hdd-1tb-ram-16gb-mx-330-2gb-_JM?searchVariation=176760863421#searchVariation=176760863421&position=44&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Asus Intel Core I7 Ssd 512gb+ Hdd 1tb Ram 16gb Mx 330 2gb,3979900 pesos,3979900 pesos$3.979.900
44,https://articulo.mercadolibre.com.co/MCO-1226437786-hp-laptop-17-cn1053cl-intel-core-i5-1155g7-12gb1tb-_JM?searchVariation=176524559043#searchVariation=176524559043&position=45&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Hp Laptop 17-cn1053cl Intel Core I5-1155g7 12gb/1tb,3399000 pesos,3399000 pesos$3.399.000
45,https://articulo.mercadolibre.com.co/MCO-1205276978-lenovo-gaming-amd-ryzen-7-ssd-512gb-ram-16gb-gtx-1650-4gb-_JM?searchVariation=176420679350#searchVariation=176420679350&position=46&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,  Lenovo Gaming Amd Ryzen 7 Ssd 512gb Ram 16gb Gtx 1650 4gb,4549900 pesos,4549900 pesos$4.549.900
46,https://articulo.mercadolibre.com.co/MCO-1205379915-computador-portatil-hp-core-i5-16gb-1tera-ssd-14-pulg-win-_JM?searchVariation=176422323631#searchVariation=176422323631&position=47&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Computador Portátil Hp Core I5 16gb 1tera Ssd 14 PuLG Win ,2799800 pesos,2799800 pesos$2.799.800
47,https://articulo.mercadolibre.com.co/MCO-972566334-portatil-asus-intel-core-i7-1165g7-ssd-1tb-ram-12gb-led-156-_JM?searchVariation=175353526184#searchVariation=175353526184&position=48&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,"Portatil Asus Intel Core I7 1165g7 Ssd 1tb Ram 12gb Led 15,6",3789900 pesos,3789900 pesos$3.789.900
48,https://articulo.mercadolibre.com.co/MCO-1222753162-hp-15-dw1510la-intel-core-i7-10510u-12gb-512-156-_JM?searchVariation=176507347032#searchVariation=176507347032&position=49&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Hp 15-dw1510la Intel Core I7 10510u 12gb-512 15.6 ,3529900 pesos,3529900 pesos$3.529.900
49,https://articulo.mercadolibre.com.co/MCO-1205404941-computador-portatil-hp-core-i5-12gb-512gb-ssd-14-pulg-win-_JM?searchVariation=176422160948#searchVariation=176422160948&position=50&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Computador Portátil Hp Core I5 12gb 512gb Ssd 14 PuLG Win ,2549800 pesos,2549800 pesos$2.549.800
50,https://articulo.mercadolibre.com.co/MCO-1272666263-msi-intel-core-i5-12450h-ssd-512gb-ram-16gb-rtx-3050-4gb-_JM?searchVariation=177218719739#searchVariation=177218719739&position=51&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Msi Intel Core I5 12450h Ssd 512gb + Ram 16gb Rtx 3050 4gb,4819900 pesos,4819900 pesos$4.819.900
51,https://articulo.mercadolibre.com.co/MCO-1202802181-laptop-asus-core-i5-1135g7-x415ea-12gb-ssd-960gb-14-windows-_JM?searchVariation=176407701870#searchVariation=176407701870&position=52&search_layout=stack&type=item&tracking_id=ef501fab-7e7a-4693-9102-37cb458bf275,Laptop Asus Core I5 1135g7 X415ea 12gb Ssd 960gb 14 Windows ,2650000 pesos,2650000 pesos$2.650.000
